n	song	url	label	note
33	Shaboozey - Drink Don't Need No Mix (feat. BigXthaPlug)	https://music.youtube.com/watch?v=v7vkATSNy6c	correct	official audio, title, artist and duration match
34	Shaboozey - Last Of My Kind (feat. Paul Cauthen)	https://music.youtube.com/watch?v=aBMQ_cO9Hl4	correct	official audio, title, artist and duration match
35	Michael Jackson - Beat It	https://www.youtube.com/watch?v=HALQqM_3zsg	correct	lyrics upload, 3 s off
36	Eurythmics - Sweet Dreams (Are Made of This) - 2005 Remaster	https://www.youtube.com/watch?v=qeMFqkcPYcg	correct	official video, 1 s off
37	Lady Gaga - Bad Romance	https://music.youtube.com/watch?v=QdaG6pDOz5A	correct	official audio on the deluxe edition
38	The Killers - All These Things That I've Done	https://music.youtube.com/watch?v=AUAxlOfw2O0	correct	official audio, title, artist and duration match
39	The Killers - When You Were Young	https://music.youtube.com/watch?v=s2gtQJiM5Zg	correct	official audio, title, artist and duration match
40	Nirvana - Smells Like Teen Spirit	https://www.youtube.com/watch?v=69Wqhhun5_o	correct	7clouds lyrics upload, 1 s off
41	AC/DC - Highway to Hell	https://music.youtube.com/watch?v=ikFFVfObwss	correct	official audio, title, artist and duration match
42	Shaboozey - Good News	https://music.youtube.com/watch?v=-JAtwolReQg	correct	official audio, title, artist and duration match
43	Shaboozey - Amen	https://music.youtube.com/watch?v=T7e5JLmjqXs	correct	official audio, title, artist and duration match
44	Shaboozey - Blink Twice	https://music.youtube.com/watch?v=FBanAuwX1IE	correct	official audio, title, artist and duration match
45	Red Hot Chili Peppers - Otherside	https://music.youtube.com/watch?v=8901V1M5lDk	correct	official audio on the deluxe version
46	Jimmy Eat World - The Middle	https://music.youtube.com/watch?v=rubpIfLPzvU	correct	official audio, title, artist and duration match
47	Ritt Momney - Put Your Records On	https://music.youtube.com/watch?v=9NqhIhsJqHo	correct	official audio, title, artist and duration match
48	Franz Ferdinand - Take Me Out	https://music.youtube.com/watch?v=d11xns8lE4w	correct	official audio, title, artist and duration match
49	GRAHAM - Look Too Easy	https://music.youtube.com/watch?v=DfgtdRkRxcY	correct	official audio, title, artist and duration match
50	U2 - I Still Haven't Found What I'm Looking For	https://music.youtube.com/watch?v=fo2Q-YH6vow	correct	official audio, title, artist and duration match
51	Journey - Don't Stop Believin' (2022 Remaster)	https://music.youtube.com/watch?v=mM3Vmn4pdog	correct	official audio, title, artist and duration match
52	Sheppard - Geronimo	https://music.youtube.com/watch?v=OCLgRVRLZXo	correct	official audio, title, artist and duration match
53	Avicii - The Nights	https://music.youtube.com/watch?v=W4C-NEWrnSQ	correct	official audio on the EP
54	Ed Sheeran - Shivers	https://www.youtube.com/watch?v=z2_Lrg6rRks	correct	official lyric video, 2 s off
55	OneRepublic - I Lived	https://music.youtube.com/watch?v=R9LJ2sBD0F8	correct	official audio, title, artist and duration match
56	Charlie Jeer - Her Eyes	https://music.youtube.com/watch?v=ByQv_q4j1N4	correct	official audio, title, artist and duration match
57	Edward Sharpe & The Magnetic Zeros - Home	https://www.youtube.com/watch?v=DHEOF_rcND8	correct	official video, 4 s longer
58	Benson Boone - Pretty Slowly	https://www.youtube.com/watch?v=4BuWrb8A_w4	correct	official music video, 1 s off (Spotify refresh failed; searched without album)
59	OneRepublic - Secrets	https://music.youtube.com/watch?v=UTRF-w-0HdA	correct	official audio, title, artist and duration match
60	Myles Smith - Stargazing	https://music.youtube.com/watch?v=Fplgu4VVb94	correct	official audio, title, artist and duration match
61	The Killers - Somebody Told Me	https://music.youtube.com/watch?v=liRMxUT8A2c	correct	official audio, title, artist and duration match
62	Neon Trees - Everybody Talks	https://music.youtube.com/watch?v=JwlHM8TvFE4	correct	official audio, title, artist and duration match
63	Myles Smith - My Home	https://music.youtube.com/watch?v=HESWhhd1T0I	correct	official audio, title, artist and duration match
64	The Lumineers - Ophelia	https://music.youtube.com/watch?v=qJF0doztm4c	correct	official audio on the deluxe edition
65	The Killers - Mr. Brightside	https://music.youtube.com/watch?v=m2zUrruKjDQ	correct	official audio, title, artist and duration match
66	Milky Chance - Stolen Dance	https://music.youtube.com/watch?v=K1m_Dt_ImXQ	correct	official audio, title, artist and duration match
67	Avicii - Wake Me Up	https://music.youtube.com/watch?v=2NiyrtYegso	correct	official audio on the bonus edition
68	GIO DARA - Be Mine	https://music.youtube.com/watch?v=mUn3f7m6ZuU	correct	official audio, title, artist and duration match
69	Andy Grammer - Fresh Eyes	https://music.youtube.com/watch?v=FbiPG2363tg	correct	official audio, title, artist and duration match
70	Myles Smith - Wait For You	https://music.youtube.com/watch?v=qyyRiamV3iA	correct	official audio, title, artist and duration match
71	Myles Smith - Nice To Meet You	https://music.youtube.com/watch?v=wavKJA-qGzY	unsure	pick is the feat. Lainey Wilson version; the Spotify track is on the 'Mistletoe Version' release
72	Mumford & Sons - Little Lion Man	https://music.youtube.com/watch?v=zWIauHyioTc	correct	official audio, title, artist and duration match
73	Alex Warren - Save You a Seat	https://music.youtube.com/watch?v=z5bwahVLh0Y	correct	official audio
74	Max McNown - Forever Ain't Long Enough	https://music.youtube.com/watch?v=Ps1Ab-WiQuQ	correct	official audio, title, artist and duration match
75	Max McNown - Turned Into Missing You	https://www.youtube.com/watch?v=UZ9E0z4YWWQ	correct	official music video, 1 s off
76	Noah Kahan - You’re Gonna Go Far	https://music.youtube.com/watch?v=imMgXx6j1cg	correct	official audio, title, artist and duration match
77	Tai Verdes - AOK	https://music.youtube.com/watch?v=2zchkGUymJo	correct	official audio, title, artist and duration match
78	The Red Clay Strays - Wondering Why	https://music.youtube.com/watch?v=H0p1h0lL3sw	correct	official audio, title, artist and duration match
79	Noah Kahan - False Confidence	https://music.youtube.com/watch?v=ePSEafF0K5k	correct	official audio, title, artist and duration match
80	Michael Marcagi - Scared To Start	https://music.youtube.com/watch?v=hvQtBXIeki0	correct	official audio, title, artist and duration match
81	Max McNown - The Most	https://music.youtube.com/watch?v=7TbNwVOmUm0	correct	official audio
82	Max McNown - Can't Hide Light	https://music.youtube.com/watch?v=YS-bMKeCsIg	correct	official audio
83	Coldplay - Viva La Vida	https://music.youtube.com/watch?v=ALsvdSA9tOU	correct	official audio
84	Ed Sheeran - Perfect	https://music.youtube.com/watch?v=ORrFJ63nlcA	correct	official audio, title, artist and duration match
85	Max McNown - Same Questions	https://www.youtube.com/watch?v=U8bc2hawv2A	correct	artist's video, 1 s off
86	The Lumineers - Ho Hey	https://music.youtube.com/watch?v=SuZytYa71lk	correct	official audio, title, artist and duration match
87	Alex Warren - Carry You Home	https://music.youtube.com/watch?v=UVtxDwII9q4	correct	official audio
88	Alex Warren - Bloodline	https://music.youtube.com/watch?v=f8Flu2aRjSY	correct	official audio, title, artist and duration match
89	Clamavi De Profundis - The Last Goodbye	https://music.youtube.com/watch?v=hdSZwyy4a4c	correct	official audio, title, artist and duration match
90	Greg Holden - Hold on Tight	https://music.youtube.com/watch?v=9EArl2iNLaY	correct	official audio, title, artist and duration match
91	Mumford & Sons - The Cave	https://music.youtube.com/watch?v=HXc_R8ywI6A	correct	official audio, title, artist and duration match
92	George Ezra - Listen to the Man	https://music.youtube.com/watch?v=UPRIL2WpKgk	correct	official audio
93	Mumford & Sons - I Will Wait	https://music.youtube.com/watch?v=DWD7CNFlsOc	correct	official audio, title, artist and duration match
94	Mumford & Sons - Roll Away Your Stone	https://music.youtube.com/watch?v=b0Puvnp5kTw	correct	official audio, title, artist and duration match
95	Hozier - Too Sweet	https://music.youtube.com/watch?v=mfha0a8IXKs	correct	official audio, title, artist and duration match
96	Phillip Phillips - Home	https://music.youtube.com/watch?v=9Fxfzqn--GU	correct	official audio, title, artist and duration match
97	David Guetta - I Don't Wanna Wait	https://music.youtube.com/watch?v=Y8mU9sIczcc	correct	official audio on the artist album
98	Twenty One Pilots - Ride	https://music.youtube.com/watch?v=w1Smzzw_w7Q	correct	official audio, title, artist and duration match
99	fun. - We Are Young (feat. Janelle Monáe)	https://music.youtube.com/watch?v=f_K_0SNaRk0	correct	official audio, title, artist and duration match
100	Max McNown - Same Questions	https://music.youtube.com/watch?v=N1Zqpw-50zc	correct	official audio, title, artist and duration match
101	Gotye - Somebody That I Used To Know	https://www.youtube.com/watch?v=8UVNT4wvIGY	correct	official music video, same length
102	Of Monsters and Men - Little Talks	https://music.youtube.com/watch?v=KtDmEy7R_c8	correct	official audio, title, artist and duration match
103	The Chainsmokers - Closer	https://www.youtube.com/watch?v=agFMqNB9BYM	wrong	live performance at the 2016 MTV VMAs, not the studio recording
104	Max McNown - Love Me Back	https://music.youtube.com/watch?v=4HsdaPYcdi8	correct	official audio, title, artist and duration match
105	Marshmello - Miles On It	https://www.youtube.com/watch?v=WsoVbyXtZS0	correct	7clouds lyrics upload, 1 s off
106	Alex Warren - Before You Leave Me	https://music.youtube.com/watch?v=o2G4p7XuYD8	correct	official audio
107	Forrest Frank - YOUR WAY'S BETTER	https://music.youtube.com/watch?v=-sdwt4uQmH4	correct	official audio, title, artist and duration match
108	Jason Mraz - I'm Yours	https://music.youtube.com/watch?v=DbHhmn8Pl0k	correct	official audio, title, artist and duration match
109	Noah Kahan - New Perspective	https://music.youtube.com/watch?v=9u3OuJTS4hc	correct	official audio, title, artist and duration match
110	Noah Kahan - Dial Drunk (with Post Malone)	https://www.youtube.com/watch?v=uUhRePPW0kY	correct	7clouds lyrics upload, 1 s off
111	Max McNown - A Lot More Free	https://music.youtube.com/watch?v=YDAGyiJQ3qk	correct	official audio (single)
112	Noah Kahan - Northern Attitude	https://music.youtube.com/watch?v=KdtKJg2X7mY	correct	official audio, title, artist and duration match
113	The Beatles - Here Comes The Sun - Remastered 2009	https://music.youtube.com/watch?v=xUNqsfFUwhY	correct	official 2009 remaster
114	Jack Johnson - Upside Down	https://music.youtube.com/watch?v=e2vLWbaOITw	correct	official audio, title, artist and duration match
115	Paul Simon - You Can Call Me Al	https://music.youtube.com/watch?v=OMbfT3Wppjo	correct	official audio, title, artist and duration match
116	Hugh Jackman - From Now On	https://music.youtube.com/watch?v=25MqD0hHo14	correct	official audio, title, artist and duration match
117	Mark Ambor - Belong Together	https://www.youtube.com/watch?v=xPWnNFF-TAw	correct	official lyric video, 2 s off
118	Jack Johnson - Upside Down	https://www.youtube.com/watch?v=6uVtlH20STA	unsure	fan upload, 9 s longer
119	Black Eyed Peas - Gone Going	https://music.youtube.com/watch?v=Pie3nrTjs5k	correct	official audio
120	Jason Mraz - Have It All	https://music.youtube.com/watch?v=8l1UJgElyBU	correct	official audio, title, artist and duration match
121	Max McNown - Hey There Delilah	https://music.youtube.com/watch?v=nSbdqtUxCKk	correct	official audio, title, artist and duration match
122	Vance Joy - Riptide	https://music.youtube.com/watch?v=En_6WWOWh8E	correct	official audio on the deluxe edition
123	Ed Sheeran - Cross Me (feat. Chance the Rapper & PnB Rock)	https://music.youtube.com/watch?v=_ZKkYeyb778	correct	official audio, title, artist and duration match
124	Ed Sheeran - Galway Girl	https://music.youtube.com/watch?v=K0WAS1pyocY	correct	official audio, title, artist and duration match
125	Max McNown - Marley	https://music.youtube.com/watch?v=CTTeCEB9ZAE	correct	official audio, title, artist and duration match
126	Ed Sheeran - Castle on the Hill	https://music.youtube.com/watch?v=wqlTrBCNRiY	correct	official audio, title, artist and duration match
127	Coldplay - A Sky Full of Stars	https://music.youtube.com/watch?v=KWuyx6yZ21U	correct	official audio, title, artist and duration match
128	Macklemore - Can't Hold Us (feat. Ray Dalton)	https://music.youtube.com/watch?v=96L5sV7rqX0	correct	official audio, title, artist and duration match
129	Plain White T's - Hey There Delilah - Bonus Track	https://music.youtube.com/watch?v=z7T3NMYrjRc	correct	official audio, title, artist and duration match
130	Train - Drops of Jupiter (Tell Me)	https://www.youtube.com/watch?v=7Xf-Lesrkuc	correct	official video, 2 s off
131	George Ezra - Budapest	https://music.youtube.com/watch?v=jYSLu01Lc5A	correct	official audio
132	Maroon 5 - Memories	https://music.youtube.com/watch?v=lNilb-EaTOU	correct	official audio, title, artist and duration match
133	Jason Mraz - I'm Yours	https://music.youtube.com/watch?v=DbHhmn8Pl0k	correct	official audio on the bonus edition
134	Alex Warren - Carry You Home	https://music.youtube.com/watch?v=UVtxDwII9q4	correct	official audio
135	Benson Boone - Beautiful Things	https://music.youtube.com/watch?v=eLhSxOAaWmg	correct	official audio, title, artist and duration match
136	Max McNown - Better Me For You (Brown Eyes)	https://www.youtube.com/watch?v=0-jSotRMNL8	correct	official performance video, 1 s off
137	Train - Hey, Soul Sister	https://music.youtube.com/watch?v=_2qJy5r-WAY	correct	official audio, title, artist and duration match
138	Benson Boone - Slow It Down	https://music.youtube.com/watch?v=6pVdYchE3Dk	correct	official audio, title, artist and duration match
139	Bastille - Pompeii	https://music.youtube.com/watch?v=imLrtJ2o5Ik	correct	official audio, title, artist and duration match
140	Vance Joy - Riptide	https://music.youtube.com/watch?v=En_6WWOWh8E	correct	official audio, title, artist and duration match
141	Lukas Graham - 7 Years	https://music.youtube.com/watch?v=vTMAa6zZ7jY	correct	official audio, title, artist and duration match
142	Noah Kahan - Stick Season	https://music.youtube.com/watch?v=gLA6VyT4QOw	correct	official audio, title, artist and duration match
143	Imagine Dragons - Believer	https://music.youtube.com/watch?v=Kx7B-XvmFtE	correct	official audio, title, artist and duration match
144	Imagine Dragons - Whatever It Takes	https://music.youtube.com/watch?v=cnRB2CgUpSw	correct	official audio, title, artist and duration match
