spotify_url	song	url	label	note
https://open.spotify.com/track/5dSWNkk66Gez4AM1kpZPiu	Major Lazer - Que Calor	https://www.youtube.com/watch?v=QlDiILkppa8	correct	re-upload, same length
https://open.spotify.com/track/5iF33sXejXwfTuidVHMll0	Carlos Vives - Canción Bonita	https://music.youtube.com/watch?v=ZzTjmBeJIS4	correct	official audio on another album
https://open.spotify.com/track/3Y1xjjepdqMP141ipYCAqA	Rawayana - Inglés En Miami	https://music.youtube.com/watch?v=X5m3orQOG1c	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7ulDhf05iMrq4IFWNbTrbI	Rawayana - Se Vienen Cositas	https://music.youtube.com/watch?v=WHcFA1qeF9k	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7cpFmkNmh3MM0WqXPSbs9f	Elvis Crespo - Suavemente	https://music.youtube.com/watch?v=QH0zo6AcP6g	correct	official audio, title, artist and duration match
https://open.spotify.com/track/0mzsLrUNazBaRfYZfjmpSV	Fuerza Regida - Bebe Dame	https://www.youtube.com/watch?v=Oie--p6YqJo	correct	official video on the artist's channel, 1 s off
https://open.spotify.com/track/6hpuesKPNa3WhV48O7Fa47	Aitana - SUPERESTRELLA	https://music.youtube.com/watch?v=ElvzE2cPclc	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7	KAROL G - Ocean	https://music.youtube.com/watch?v=-kDOaQfzQyI	correct	official audio, title, artist and duration match
https://open.spotify.com/track/3dnP0JxCgygwQH9Gm7q7nb	Eslabon Armado - Ella Baila Sola	https://music.youtube.com/watch?v=vPyV5Nj-EO0	unsure	'Release - Topic' upload credited to 'Vizcente Fernández, PesPluma', 422k views: likely a sound-alike, not Eslabon Armado; was counted correct in fix1
https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr	Nicky Jam - El Perdón (with Enrique Iglesias)	https://music.youtube.com/watch?v=zs6aDvOTlMo	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6sHBvzRsuGunQTfCk18KXi	Juan Magán - Bailando por Ahi	https://music.youtube.com/watch?v=tYclh6A0G9g	correct	official audio, title, artist and duration match
https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj	AC/DC - Back In Black	https://music.youtube.com/watch?v=9vWNauaZAgg	correct	official audio, title, artist and duration match
https://open.spotify.com/track/69QHm3pustz01CJRwdo20z	AC/DC - Hells Bells	https://music.youtube.com/watch?v=GL56LY6fE0E	correct	official audio, title, artist and duration match
https://open.spotify.com/track/0C80GCp0mMuBzLf3EAXqxv	AC/DC - Shoot to Thrill	https://music.youtube.com/watch?v=wLoWd2KyUro	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6Th6ND8RQPywiyelecP5Lf	AC/DC - What Do You Do for Money Honey	https://music.youtube.com/watch?v=yuvWF2I7BTI	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6rAy2MsMUabbqu2VygrblP	AC/DC - Givin the Dog a Bone	https://music.youtube.com/watch?v=ZjYjjLJtGpo	correct	official audio, title, artist and duration match
https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo	AC/DC - You Shook Me All Night Long	https://music.youtube.com/watch?v=SP9t2Iq_zQ8	correct	official audio, title, artist and duration match
https://open.spotify.com/track/4dDurgTN3eGyU0ghzFJ0T1	AC/DC - Have a Drink on Me	https://music.youtube.com/watch?v=dN61WU57zBw	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6J17MkMmuzBiIOjRH6MOBZ	AC/DC - Rock and Roll Ain't Noise Pollution	https://music.youtube.com/watch?v=lwRHkS912ks	unsure	official song but 12 s longer than Spotify (267 vs 255)
https://open.spotify.com/track/3tS8q8SXxtrYSN8UgeQt6q	Michael Jackson - Bad	https://music.youtube.com/watch?v=IEGIWRpnpBU	correct	official audio on HIStory, 1 s off
https://open.spotify.com/track/6s0NHplywwr1IjnQpUpWJk	George Thorogood & The Destroyers - Bad To The Bone	https://music.youtube.com/watch?v=8KciRaANKmo	correct	official audio, title, artist and duration match
https://open.spotify.com/track/4KfSdst7rW39C0sfhArdrz	Heart - Barracuda	https://music.youtube.com/watch?v=p6v6wWmEYvY	correct	official audio, title, artist and duration match
https://open.spotify.com/track/3nsUVlntPIksDvhHdZZhiu	Led Zeppelin - Black Dog - Remaster	https://music.youtube.com/watch?v=yBuub4Xe1mw	correct	official remaster on Mothership
https://open.spotify.com/track/6l8GvAyoUZwWDgF1e4822w	Queen - Bohemian Rhapsody	https://music.youtube.com/watch?v=BSTsnWoslP4	correct	official audio, same length
https://open.spotify.com/track/7kNNylJ1kswWbHeRM6UDuE	Manfred Mann's Earth Band - Blinded By The Light	https://music.youtube.com/watch?v=33ptulhhQPg	correct	official audio, title, artist and duration match
https://open.spotify.com/track/5s8IEEjgCTrujK3aUalvfF	Deep Purple - Burn - 2002 Remaster	https://music.youtube.com/watch?v=ZQGstnfTmAk	correct	official audio, title, artist and duration match
https://open.spotify.com/track/3fSWHHIHLRvdB5PYJ7PXrF	Status Quo - Caroline	https://music.youtube.com/watch?v=69YERtGeX6A	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7ACxUo21jtTHzy7ZEV56vU	Ozzy Osbourne - Crazy Train	https://music.youtube.com/watch?v=hQ_Z-10dXSE	correct	official audio, title, artist and duration match
https://open.spotify.com/track/35ItUJlMtjOQW3SSiTCrrw	Queen - Crazy Little Thing Called Love - Remastered 2011	https://music.youtube.com/watch?v=ARwcMqXz4Zc	correct	official audio on the deluxe edition
https://open.spotify.com/track/43DHLzDkncpby82Po5jlOZ	Queen - Don't Stop Me Now	https://www.youtube.com/watch?v=HgzGwKwLmgM	unsure	official video, 6 s longer; may have an intro
https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue	Journey - Don't Stop Believin'	https://music.youtube.com/watch?v=sXcyiA38z9I	correct	studio recording on a compilation
https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe	Aerosmith - Dream On	https://music.youtube.com/watch?v=yZR4zH9Zy34	correct	official audio on Pandora's Box, same length
https://open.spotify.com/track/3VqHuw0wFlIHcIPWkhIbdQ	Metallica - Enter Sandman (Remastered)	https://music.youtube.com/watch?v=XZuM4zFg-60	correct	official remaster
https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2	Survivor - Eye of the Tiger	https://www.youtube.com/watch?v=btPJPFnesV4	correct	official video, same length
https://open.spotify.com/track/39sH8Fl415P7O8GRP1Td6Z	Queen - Fat Bottomed Girls	https://www.youtube.com/watch?v=1ncYJCw7N8g	unsure	lyrics upload 9 s shorter than the album version
https://open.spotify.com/track/2vz1CsL5WBsbpBcwgboTAw	"Kenny Loggins - Footloose - From ""Footloose"" Soundtrack"	https://music.youtube.com/watch?v=HvropLxYb5c	correct	official audio, title, artist and duration match
https://open.spotify.com/track/3hMHG6lx9QHVcfYSUr5PoM	"Kenny Loggins - Danger Zone - From ""Top Gun"" Original Soundtrack"	https://music.youtube.com/watch?v=9ID4RAqCqnQ	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7xe3EQCvXnx6Q0zs41Y65n	Jerry Lee Lewis - Great Balls of Fire	https://music.youtube.com/watch?v=c3Ne3UYBNZo	correct	official 'Original' on JerryLeeLewisTV, same length (earlier run's 101 s pick is gone)
https://open.spotify.com/track/2GCFcbxm61rSA8gzsDk6NJ	Queen - Hammer To Fall	https://music.youtube.com/watch?v=oZ8Zzhe8A2Q	correct	official audio, deluxe edition
https://open.spotify.com/track/5hflg0cgTYWiwtPFoDx4g7	Judas Priest - Hell Bent for Leather	https://music.youtube.com/watch?v=OwUpV1_tteY	correct	official audio (Killing Machine is the UK title)
https://open.spotify.com/track/2RaA6kIcvomt77qlIgGhCT	Judas Priest - Breaking the Law	https://music.youtube.com/watch?v=BXtPycm5dGc	correct	official audio, title, artist and duration match
https://open.spotify.com/track/0IXpUl1fn2QZcBavfuq0H4	Judas Priest - Living After Midnight	https://music.youtube.com/watch?v=PjTLOaD6fr4	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7Jh1bpe76CNTCgdgAdBw4Z	"David Bowie - ""Heroes"" - 2017 Remaster"	https://www.youtube.com/watch?v=A2HAHXxeNNE	correct	fan re-upload of the album version, 1 s off
https://open.spotify.com/track/4gVTozEmzwAUXpwj3jEetX	Deep Purple - Highway Star	https://music.youtube.com/watch?v=xKwPOy_nEmI	correct	official audio, title, artist and duration match
https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s	AC/DC - Highway to Hell	https://music.youtube.com/watch?v=ikFFVfObwss	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6QDbGdbJ57Mtkflsg42WV5	Van Halen - Hot for Teacher - 2015 Remaster	https://music.youtube.com/watch?v=h_FKbrcnxA8	unsure	official audio labelled 2004 Remaster; Spotify is the 2015 Remaster
https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv	Eagles - Hotel California - 2013 Remaster	https://www.youtube.com/watch?v=dLl4PZtxia8	correct	official audio video, 1 s off
https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie	Joan Jett & the Blackhearts - I Love Rock 'N Roll	https://music.youtube.com/watch?v=8-hM3bTmV48	correct	official audio, title, artist and duration match
https://open.spotify.com/track/67iAlVNDDdddxqSD2EZhFs	The Proclaimers - I'm Gonna Be (500 Miles)	https://music.youtube.com/watch?v=oUv0NbjbGzQ	correct	official audio, title, artist and duration match
https://open.spotify.com/track/70Z9t1qhytWtG4cCmmi7mU	Twisted Sister - I Wanna Rock	https://www.youtube.com/watch?v=M55rt14ZWfI	correct	fan re-upload of the album version, 1 s off
https://open.spotify.com/track/25H6P7a94WUr5102lC6TNI	Queen - I Want To Break Free	https://music.youtube.com/watch?v=xQQxllqJXLc	correct	official audio, title, artist and duration match
https://open.spotify.com/track/78lgmZwycJ3nzsdgmPPGNx	Led Zeppelin - Immigrant Song - Remaster	https://music.youtube.com/watch?v=5eHkjPCGXKQ	correct	official audio, title, artist and duration match
https://open.spotify.com/track/4svkPL62HbvyFgf0nHFXAF	Black Sabbath - Iron Man	https://music.youtube.com/watch?v=F01UTYg79KY	correct	official audio, title, artist and duration match
https://open.spotify.com/track/00qOE7OjRl0BpYiCiweZB2	Foreigner - Juke Box Hero	https://music.youtube.com/watch?v=W_TOsFvnmeQ	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6Fba9RZtC6vTY814JToDtP	Van Halen - Jump	https://www.youtube.com/watch?v=ShSazZ_H3LI	correct	fan re-upload, 3 s off
https://open.spotify.com/track/7GqWnsKhMtEW0nzki5o0d8	Queen - Killer Queen - Remastered 2011	https://www.youtube.com/watch?v=v1fW847XuJI	unsure	fan upload labelled 'Remastered - 2021', 4 s longer; Spotify is the 2011 remaster
https://open.spotify.com/track/4JiEyzf0Md7KEFFGWDDdCr	Guns N' Roses - Knockin' On Heaven's Door	https://music.youtube.com/watch?v=f8OHybVhQwc	correct	official audio, title, artist and duration match
https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF	Bon Jovi - Livin' On A Prayer	https://music.youtube.com/watch?v=YBdyc1WDlBQ	correct	official audio, title, artist and duration match
https://open.spotify.com/track/5DH7nDryMhpixm4G4B7RP9	Billy Joel - The Longest Time	https://music.youtube.com/watch?v=xvdQNuIojeI	correct	official audio on the same album, 5 s shorter
https://open.spotify.com/track/6FRQGRdhueJGTKiYnirDNy	Van Halen - Love Walks In	https://music.youtube.com/watch?v=8qcQ34iTswY	correct	official audio, title, artist and duration match
https://open.spotify.com/track/54e8YIQ5TubPmMx8SLdoDA	Deep Purple - Maybe I'm a Leo	https://music.youtube.com/watch?v=wGv-flMDA2s	correct	official audio, title, artist and duration match
https://open.spotify.com/track/3Kq8i3kDLfFdEiZtcZHDDG	Deep Purple - Never Before	https://music.youtube.com/watch?v=38O0Ixp-YqA	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7CBFRsUz1pz1cS12soVhih	Guns N' Roses - Nightrain	https://music.youtube.com/watch?v=VMDljoM5JFI	correct	official audio, title, artist and duration match
https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8	The Rolling Stones - Paint It, Black	https://music.youtube.com/watch?v=170sceOWWXc	correct	official audio, title, artist and duration match
https://open.spotify.com/track/05RgAMGypEvqhNs5hPCbMS	Van Halen - Panama - 2015 Remaster	https://www.youtube.com/watch?v=yMoDJ4HWWaE	correct	official 2015 remaster on the Van Halen channel
https://open.spotify.com/track/6eN1f9KNmiWEhpE2RhQqB5	Guns N' Roses - Paradise City	https://music.youtube.com/watch?v=T0ZmErXkbxE	correct	official audio, title, artist and duration match
https://open.spotify.com/track/4MSqgoFS7e8LpsxeeMMVMu	Black Sabbath - Paranoid	https://www.youtube.com/watch?v=0qanF-91aJo	unsure	official video, 5 s longer; may have an intro
https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ	Billy Joel - Piano Man	https://music.youtube.com/watch?v=LLbew85exp0	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6hyjl7z58fwPpx8273ilOC	Queen - Play The Game	https://www.youtube.com/watch?v=6_5O-nUiZ_0	unsure	official video, 9 s longer
https://open.spotify.com/track/1aZLIbKEdsyqxyD6iNcrbA	Def Leppard - Pour Some Sugar On Me	https://music.youtube.com/watch?v=Rqs4cMyMLnY	correct	official audio, title, artist and duration match
https://open.spotify.com/track/2jAc9KIQ9XoZxkydXh3MVh	Queen - Radio Ga Ga	https://music.youtube.com/watch?v=g9L-hOwKcHQ	correct	official audio, title, artist and duration match
https://open.spotify.com/track/2PpNgmrS9mAyrkRAwn6YPq	Dio - Rainbow in the Dark	https://music.youtube.com/watch?v=prge5lp5hQc	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7oOOI85fVQvVnK5ynNMdW7	Michael Jackson - Rock with You - Single Version	https://music.youtube.com/watch?v=OvzJZTkWYoY	correct	official audio, title, artist and duration match
https://open.spotify.com/track/58XWGx7KNNkKneHdprcprX	Scorpions - Rock You Like A Hurricane	https://music.youtube.com/watch?v=bNawbNsx52A	correct	official audio, title, artist and duration match
https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo	The Police - Roxanne	https://music.youtube.com/watch?v=fZheUzgIFEk	correct	official audio, title, artist and duration match
https://open.spotify.com/track/46FW5ZZ6fOF1WpMTEOVEHX	Van Halen - Runnin' with the Devil	https://www.youtube.com/watch?v=enL_lzVyNdM	correct	official 2015 remaster on the Van Halen channel, 1 s off
https://open.spotify.com/track/5Z8EDau8uNcP1E8JvmfkZe	Alice Cooper - School's Out	https://music.youtube.com/watch?v=37ALmuMSHEI	correct	official audio, title, artist and duration match
https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz	The Clash - Should I Stay or Should I Go - Remastered	https://music.youtube.com/watch?v=wjZMcWaniA4	correct	official remaster
https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T	Nirvana - Smells Like Teen Spirit	https://www.youtube.com/watch?v=69Wqhhun5_o	correct	7clouds lyrics upload, 1 s off
https://open.spotify.com/track/5SAUIWdZ04OxYfJFDchC7S	Deep Purple - Smoke on the Water	https://music.youtube.com/watch?v=dkRi0jJOFmo	correct	official 2012 remaster; Spotify's Machine Head is unlabelled
https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf	Queen - Somebody To Love - Remastered 2011	https://music.youtube.com/watch?v=poobWJNbucs	correct	official audio, 1 s off
https://open.spotify.com/track/6kEyuKmF4kZylB5LcuRd8Y	David Bowie - Space Oddity - Love You Til Tuesday version	https://music.youtube.com/watch?v=eDTPYR95X9U	correct	official audio, title, artist and duration match
https://open.spotify.com/track/44lAQJzaUI6hcpHEFqp2mJ	Deep Purple - Space Truckin'	https://music.youtube.com/watch?v=5hqG-29NTSU	correct	official 2012 remaster, same length
https://open.spotify.com/track/0pQskrTITgmCMyr85tb9qq	David Bowie - Starman - 2012 Remaster	https://www.youtube.com/watch?v=WbpIB8v7FXE	correct	fan upload, same length
https://open.spotify.com/track/5ubvP9oKmxLUVq506fgLhk	Bee Gees - Stayin Alive	https://www.youtube.com/watch?v=Fa9n7GirhsI	correct	fan upload, same length
https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW	Guns N' Roses - Sweet Child O' Mine	https://music.youtube.com/watch?v=oMfMUfgjiLg	correct	official audio, title, artist and duration match
https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg	Lynyrd Skynyrd - Sweet Home Alabama	https://music.youtube.com/watch?v=iL-jC7XyLeo	correct	official audio, title, artist and duration match
https://open.spotify.com/track/2bCQHF9gdG5BNDVuEIEnNk	Michael Jackson - Smooth Criminal - 2012 Remaster	https://music.youtube.com/watch?v=XzNWRmqibNE	correct	official 2012 remaster
https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb	AC/DC - T.N.T.	https://music.youtube.com/watch?v=NhsK5WExrnE	correct	official audio, title, artist and duration match
https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L	a-ha - Take on Me	https://music.youtube.com/watch?v=HzdD8kbDzZA	correct	official audio, title, artist and duration match
https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj	AC/DC - Thunderstruck	https://music.youtube.com/watch?v=lhg9bYNLvOg	correct	official audio, title, artist and duration match
https://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu	MC Hammer - U Can't Touch This	https://music.youtube.com/watch?v=gDCRrvtY78g	correct	official audio
https://open.spotify.com/track/1mSClObliRtgPVT399COQH	Queen - Under Pressure	https://www.youtube.com/watch?v=yNxUFa47WlI	unsure	fan upload, 7 s shorter
https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c	Wham! - Wake Me Up Before You Go-Go	https://music.youtube.com/watch?v=R14lGgHgVJM	correct	official audio, title, artist and duration match
https://open.spotify.com/track/5SZ6zX4rOrEQferfFC2MfP	Aerosmith - Walk This Way	https://music.youtube.com/watch?v=gkWCLjxQqjU	correct	official audio, title, artist and duration match
https://open.spotify.com/track/0oerlffJSzhRVvtDfLcp3N	Bon Jovi - Wanted Dead Or Alive	https://music.youtube.com/watch?v=xNRaDavYo1M	correct	official audio, title, artist and duration match
https://open.spotify.com/track/4kzvAGJirpZ9ethvKZdJtg	Queen - We Are The Champions	https://music.youtube.com/watch?v=32C0ohT-JFU	correct	official audio, title, artist and duration match
https://open.spotify.com/track/1hlveB9M6ijHZRbzZ2teyh	Twisted Sister - We're Not Gonna Take It	https://music.youtube.com/watch?v=orsonBB3Lf4	correct	official audio, title, artist and duration match
https://open.spotify.com/track/0a9sd6MEXZXIPHk0fAxpZ4	Queen - We Will Rock You	https://music.youtube.com/watch?v=6eCIQSHY8UI	correct	official audio, title, artist and duration match
https://open.spotify.com/track/6wO13Xb3EdHUNixFOEJ0KV	Jerry Lee Lewis - Whole Lot of Shakin' Going On	https://music.youtube.com/watch?v=DZE_olZnVw4	correct	official audio, same length
https://open.spotify.com/track/4Bv3Cg9FqLcencnvDvVjLk	Led Zeppelin - Whole Lotta Love	https://www.youtube.com/watch?v=fIQMktyP90s	wrong	live at the Royal Albert Hall 1970, not the studio recording
https://open.spotify.com/track/0TaT50ZZxT4ytZxuqkE3A9	Van Halen - Why Can't This Be Love	https://music.youtube.com/watch?v=ybbfEzKfpts	correct	official audio, title, artist and duration match
https://open.spotify.com/track/4YOJFyjqh8eAcbKFfv88mV	Village People - Y.M.C.A.	https://music.youtube.com/watch?v=khOFB1Erzdg	correct	official audio, title, artist and duration match
https://open.spotify.com/track/0upLyFR8Rr52ZpMp5esQoq	Van Halen - You Really Got Me - 2015 Remaster	https://music.youtube.com/watch?v=-Oh6hNFZ2KA	correct	official 2015 remaster
https://open.spotify.com/track/1ChulFMnwxoD74Me8eX2TU	Dead Or Alive - You Spin Me Round (Like a Record)	https://www.youtube.com/watch?v=xyQC_PXL1G4	correct	official audio video, 5 s longer
https://open.spotify.com/track/3vV3cr2TpPqFk07zxYUbla	Quiet Riot - Cum on Feel the Noize	https://music.youtube.com/watch?v=XQ5mygB97nM	correct	official audio, title, artist and duration match
