song,spotify_url,spotdl_url,spotdl_score,judge_url,judge_choice,judge_confidence,judge_original,final_url,outcome
Heart - Barracuda,https://open.spotify.com/track/4KfSdst7rW39C0sfhArdrz,https://music.youtube.com/watch?v=p6v6wWmEYvY,100,https://www.youtube.com/watch?v=hEctcnVTFSE,4,0.251,0.853,https://music.youtube.com/watch?v=p6v6wWmEYvY,low_confidence
Led Zeppelin - Black Dog - Remaster,https://open.spotify.com/track/3nsUVlntPIksDvhHdZZhiu,https://www.youtube.com/watch?v=BNIufp5fzEk,100,,none,0.298,0.835,https://www.youtube.com/watch?v=BNIufp5fzEk,rejected_all
Queen - Bohemian Rhapsody,https://open.spotify.com/track/6l8GvAyoUZwWDgF1e4822w,https://www.youtube.com/watch?v=fJ9rUzIMcZQ,100,https://music.youtube.com/watch?v=BSTsnWoslP4,4,0.503,0.829,https://www.youtube.com/watch?v=fJ9rUzIMcZQ,low_confidence
Deep Purple - Burn - 2002 Remaster,https://open.spotify.com/track/5s8IEEjgCTrujK3aUalvfF,https://music.youtube.com/watch?v=ZQGstnfTmAk,100,https://music.youtube.com/watch?v=ZQGstnfTmAk,0,0.386,0.883,https://music.youtube.com/watch?v=ZQGstnfTmAk,low_confidence
Status Quo - Caroline,https://open.spotify.com/track/3fSWHHIHLRvdB5PYJ7PXrF,https://music.youtube.com/watch?v=69YERtGeX6A,100,https://music.youtube.com/watch?v=69YERtGeX6A,0,0.441,0.834,https://music.youtube.com/watch?v=69YERtGeX6A,low_confidence
Ozzy Osbourne - Crazy Train,https://open.spotify.com/track/7ACxUo21jtTHzy7ZEV56vU,https://music.youtube.com/watch?v=hQ_Z-10dXSE,100,,,,,https://music.youtube.com/watch?v=hQ_Z-10dXSE,judge_error
Queen - Crazy Little Thing Called Love - Remastered 2011,https://open.spotify.com/track/35ItUJlMtjOQW3SSiTCrrw,https://www.youtube.com/watch?v=zO6D_BAuYCI,100,https://www.youtube.com/watch?v=zO6D_BAuYCI,4,0.532,0.864,https://www.youtube.com/watch?v=zO6D_BAuYCI,low_confidence
Queen - Don't Stop Me Now,https://open.spotify.com/track/43DHLzDkncpby82Po5jlOZ,https://www.youtube.com/watch?v=HgzGwKwLmgM,100,,,,,https://www.youtube.com/watch?v=HgzGwKwLmgM,judge_error
Journey - Don't Stop Believin',https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,https://www.youtube.com/watch?v=Pze8Dyqiky8,100,,,,,https://www.youtube.com/watch?v=Pze8Dyqiky8,judge_error
Aerosmith - Dream On,https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe,https://www.youtube.com/watch?v=89dGC8de0CA,100,,,,,https://www.youtube.com/watch?v=89dGC8de0CA,judge_error
Metallica - Enter Sandman (Remastered),https://open.spotify.com/track/3VqHuw0wFlIHcIPWkhIbdQ,https://www.youtube.com/watch?v=6cwVjgWy3gc,100,,,,,https://www.youtube.com/watch?v=6cwVjgWy3gc,judge_error
Survivor - Eye of the Tiger,https://open.spotify.com/track/2KH16WveTQWT6KOG9Rg6e2,https://www.youtube.com/watch?v=btPJPFnesV4,100,,none,0.31,0.849,https://www.youtube.com/watch?v=btPJPFnesV4,rejected_all
Queen - Fat Bottomed Girls,https://open.spotify.com/track/39sH8Fl415P7O8GRP1Td6Z,https://www.youtube.com/watch?v=1ncYJCw7N8g,100,,none,0.295,0.758,https://www.youtube.com/watch?v=1ncYJCw7N8g,rejected_all
"Kenny Loggins - Footloose - From ""Footloose"" Soundtrack",https://open.spotify.com/track/2vz1CsL5WBsbpBcwgboTAw,https://music.youtube.com/watch?v=HvropLxYb5c,100.0,,none,0.457,0.815,https://music.youtube.com/watch?v=HvropLxYb5c,rejected_all
Jerry Lee Lewis - Great Balls of Fire,https://open.spotify.com/track/7xe3EQCvXnx6Q0zs41Y65n,https://www.youtube.com/watch?v=mqaadjVHsZQ,100,,none,0.32,0.812,https://www.youtube.com/watch?v=mqaadjVHsZQ,rejected_all
Queen - Hammer To Fall,https://open.spotify.com/track/2GCFcbxm61rSA8gzsDk6NJ,https://music.youtube.com/watch?v=oZ8Zzhe8A2Q,100,,none,0.308,0.859,https://music.youtube.com/watch?v=oZ8Zzhe8A2Q,rejected_all
Judas Priest - Hell Bent for Leather,https://open.spotify.com/track/5hflg0cgTYWiwtPFoDx4g7,https://www.youtube.com/watch?v=P-CA8pbWIrM,100,,none,0.425,0.832,https://www.youtube.com/watch?v=P-CA8pbWIrM,rejected_all
Judas Priest - Breaking the Law,https://open.spotify.com/track/2RaA6kIcvomt77qlIgGhCT,https://music.youtube.com/watch?v=BXtPycm5dGc,100,,none,0.329,0.864,https://music.youtube.com/watch?v=BXtPycm5dGc,rejected_all
Judas Priest - Living After Midnight,https://open.spotify.com/track/0IXpUl1fn2QZcBavfuq0H4,https://music.youtube.com/watch?v=PjTLOaD6fr4,100,,none,0.39,0.867,https://music.youtube.com/watch?v=PjTLOaD6fr4,rejected_all
Deep Purple - Highway Star,https://open.spotify.com/track/4gVTozEmzwAUXpwj3jEetX,https://music.youtube.com/watch?v=xKwPOy_nEmI,100,https://music.youtube.com/watch?v=xKwPOy_nEmI,0,0.43,0.861,https://music.youtube.com/watch?v=xKwPOy_nEmI,low_confidence
AC/DC - Highway to Hell,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s,https://music.youtube.com/watch?v=ikFFVfObwss,100,,none,0.396,0.853,https://music.youtube.com/watch?v=ikFFVfObwss,rejected_all
Van Halen - Hot for Teacher - 2015 Remaster,https://open.spotify.com/track/6QDbGdbJ57Mtkflsg42WV5,https://www.youtube.com/watch?v=7grUgixqH8I,100,https://www.youtube.com/watch?v=7grUgixqH8I,4,0.498,0.893,https://www.youtube.com/watch?v=7grUgixqH8I,low_confidence
Joan Jett & the Blackhearts - I Love Rock 'N Roll,https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie,https://music.youtube.com/watch?v=8-hM3bTmV48,100,,,,,https://music.youtube.com/watch?v=8-hM3bTmV48,judge_error
The Proclaimers - I'm Gonna Be (500 Miles),https://open.spotify.com/track/67iAlVNDDdddxqSD2EZhFs,https://music.youtube.com/watch?v=oUv0NbjbGzQ,100,,,,,https://music.youtube.com/watch?v=oUv0NbjbGzQ,judge_error
Twisted Sister - I Wanna Rock,https://open.spotify.com/track/70Z9t1qhytWtG4cCmmi7mU,https://www.youtube.com/watch?v=M55rt14ZWfI,100,,none,0.283,0.823,https://www.youtube.com/watch?v=M55rt14ZWfI,rejected_all
Queen - I Want To Break Free,https://open.spotify.com/track/25H6P7a94WUr5102lC6TNI,https://music.youtube.com/watch?v=xQQxllqJXLc,100.0,,none,0.432,0.858,https://music.youtube.com/watch?v=xQQxllqJXLc,rejected_all
Led Zeppelin - Immigrant Song - Remaster,https://open.spotify.com/track/78lgmZwycJ3nzsdgmPPGNx,https://music.youtube.com/watch?v=5eHkjPCGXKQ,100,https://music.youtube.com/watch?v=5eHkjPCGXKQ,0,0.305,0.863,https://music.youtube.com/watch?v=5eHkjPCGXKQ,low_confidence
Black Sabbath - Iron Man,https://open.spotify.com/track/4svkPL62HbvyFgf0nHFXAF,https://music.youtube.com/watch?v=F01UTYg79KY,100,,none,0.35,0.858,https://music.youtube.com/watch?v=F01UTYg79KY,rejected_all
Foreigner - Juke Box Hero,https://open.spotify.com/track/00qOE7OjRl0BpYiCiweZB2,https://music.youtube.com/watch?v=W_TOsFvnmeQ,100,,none,0.348,0.856,https://music.youtube.com/watch?v=W_TOsFvnmeQ,rejected_all
Van Halen - Jump,https://open.spotify.com/track/6Fba9RZtC6vTY814JToDtP,https://www.youtube.com/watch?v=ShSazZ_H3LI,100.0,,none,0.411,0.747,https://www.youtube.com/watch?v=ShSazZ_H3LI,rejected_all
Queen - Killer Queen - Remastered 2011,https://open.spotify.com/track/7GqWnsKhMtEW0nzki5o0d8,https://www.youtube.com/watch?v=v1fW847XuJI,100,,none,0.32,0.861,https://www.youtube.com/watch?v=v1fW847XuJI,rejected_all
Guns N' Roses - Knockin' On Heaven's Door,https://open.spotify.com/track/4JiEyzf0Md7KEFFGWDDdCr,https://music.youtube.com/watch?v=f8OHybVhQwc,100,https://music.youtube.com/watch?v=f8OHybVhQwc,0,0.401,0.913,https://music.youtube.com/watch?v=f8OHybVhQwc,low_confidence
Bon Jovi - Livin' On A Prayer,https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF,https://music.youtube.com/watch?v=YBdyc1WDlBQ,100,,none,0.314,0.843,https://music.youtube.com/watch?v=YBdyc1WDlBQ,rejected_all
Billy Joel - The Longest Time,https://open.spotify.com/track/5DH7nDryMhpixm4G4B7RP9,https://music.youtube.com/watch?v=xvdQNuIojeI,100,,none,0.347,0.835,https://music.youtube.com/watch?v=xvdQNuIojeI,rejected_all
Van Halen - Love Walks In,https://open.spotify.com/track/6FRQGRdhueJGTKiYnirDNy,https://music.youtube.com/watch?v=8qcQ34iTswY,100,,none,0.337,0.875,https://music.youtube.com/watch?v=8qcQ34iTswY,rejected_all
Deep Purple - Maybe I'm a Leo,https://open.spotify.com/track/54e8YIQ5TubPmMx8SLdoDA,https://music.youtube.com/watch?v=wGv-flMDA2s,100,,none,0.33,0.87,https://music.youtube.com/watch?v=wGv-flMDA2s,rejected_all
Deep Purple - Never Before,https://open.spotify.com/track/3Kq8i3kDLfFdEiZtcZHDDG,https://music.youtube.com/watch?v=38O0Ixp-YqA,100,,none,0.305,0.862,https://music.youtube.com/watch?v=38O0Ixp-YqA,rejected_all
Guns N' Roses - Nightrain,https://open.spotify.com/track/7CBFRsUz1pz1cS12soVhih,https://music.youtube.com/watch?v=VMDljoM5JFI,100,,none,0.409,0.843,https://music.youtube.com/watch?v=VMDljoM5JFI,rejected_all
"The Rolling Stones - Paint It, Black",https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,https://music.youtube.com/watch?v=170sceOWWXc,100,,none,0.368,0.839,https://music.youtube.com/watch?v=170sceOWWXc,rejected_all
Van Halen - Panama - 2015 Remaster,https://open.spotify.com/track/05RgAMGypEvqhNs5hPCbMS,https://www.youtube.com/watch?v=yMoDJ4HWWaE,100,,none,0.375,0.878,https://www.youtube.com/watch?v=yMoDJ4HWWaE,rejected_all
Guns N' Roses - Paradise City,https://open.spotify.com/track/6eN1f9KNmiWEhpE2RhQqB5,https://music.youtube.com/watch?v=T0ZmErXkbxE,100,https://music.youtube.com/watch?v=T0ZmErXkbxE,0,0.356,0.859,https://music.youtube.com/watch?v=T0ZmErXkbxE,low_confidence
Black Sabbath - Paranoid,https://open.spotify.com/track/4MSqgoFS7e8LpsxeeMMVMu,https://www.youtube.com/watch?v=0qanF-91aJo,100,,none,0.309,0.802,https://www.youtube.com/watch?v=0qanF-91aJo,rejected_all
Billy Joel - Piano Man,https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ,https://music.youtube.com/watch?v=LLbew85exp0,100,,none,0.323,0.904,https://music.youtube.com/watch?v=LLbew85exp0,rejected_all
Def Leppard - Pour Some Sugar On Me,https://open.spotify.com/track/1aZLIbKEdsyqxyD6iNcrbA,https://music.youtube.com/watch?v=Rqs4cMyMLnY,100,https://music.youtube.com/watch?v=Rqs4cMyMLnY,0,0.353,0.818,https://music.youtube.com/watch?v=Rqs4cMyMLnY,low_confidence
Queen - Radio Ga Ga,https://open.spotify.com/track/2jAc9KIQ9XoZxkydXh3MVh,https://music.youtube.com/watch?v=g9L-hOwKcHQ,100,,none,0.37,0.852,https://music.youtube.com/watch?v=g9L-hOwKcHQ,rejected_all
Dio - Rainbow in the Dark,https://open.spotify.com/track/2PpNgmrS9mAyrkRAwn6YPq,https://music.youtube.com/watch?v=prge5lp5hQc,100,,none,0.327,0.89,https://music.youtube.com/watch?v=prge5lp5hQc,rejected_all
Michael Jackson - Rock with You - Single Version,https://open.spotify.com/track/7oOOI85fVQvVnK5ynNMdW7,https://music.youtube.com/watch?v=OvzJZTkWYoY,100,https://music.youtube.com/watch?v=OvzJZTkWYoY,0,0.419,0.897,https://music.youtube.com/watch?v=OvzJZTkWYoY,low_confidence
Scorpions - Rock You Like A Hurricane,https://open.spotify.com/track/58XWGx7KNNkKneHdprcprX,https://music.youtube.com/watch?v=bNawbNsx52A,100,,none,0.364,0.896,https://music.youtube.com/watch?v=bNawbNsx52A,rejected_all
The Police - Roxanne,https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo,https://music.youtube.com/watch?v=fZheUzgIFEk,100,,none,0.337,0.85,https://music.youtube.com/watch?v=fZheUzgIFEk,rejected_all
Van Halen - Runnin' with the Devil,https://open.spotify.com/track/46FW5ZZ6fOF1WpMTEOVEHX,https://www.youtube.com/watch?v=enL_lzVyNdM,100,,none,0.355,0.845,https://www.youtube.com/watch?v=enL_lzVyNdM,rejected_all
Alice Cooper - School's Out,https://open.spotify.com/track/5Z8EDau8uNcP1E8JvmfkZe,https://music.youtube.com/watch?v=37ALmuMSHEI,100,,none,0.333,0.849,https://music.youtube.com/watch?v=37ALmuMSHEI,rejected_all
The Clash - Should I Stay or Should I Go - Remastered,https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz,https://www.youtube.com/watch?v=KPeT0jTcWGU,100,https://www.youtube.com/watch?v=KPeT0jTcWGU,4,0.44,0.252,https://www.youtube.com/watch?v=KPeT0jTcWGU,low_confidence
Nirvana - Smells Like Teen Spirit,https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T,https://www.youtube.com/watch?v=69Wqhhun5_o,100,https://www.youtube.com/watch?v=6fLQ9MowLBI,3,0.392,0.871,https://www.youtube.com/watch?v=69Wqhhun5_o,low_confidence
Deep Purple - Smoke on the Water,https://open.spotify.com/track/5SAUIWdZ04OxYfJFDchC7S,https://www.youtube.com/watch?v=7MibW8t5DbI,100,,none,0.388,0.853,https://www.youtube.com/watch?v=7MibW8t5DbI,rejected_all
Queen - Somebody To Love - Remastered 2011,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,https://www.youtube.com/watch?v=wVR38mm4Hzg,100,https://www.youtube.com/watch?v=wVR38mm4Hzg,3,0.28,0.724,https://www.youtube.com/watch?v=wVR38mm4Hzg,low_confidence
David Bowie - Space Oddity - Love You Til Tuesday version,https://open.spotify.com/track/6kEyuKmF4kZylB5LcuRd8Y,https://music.youtube.com/watch?v=eDTPYR95X9U,100.0,,,,,https://music.youtube.com/watch?v=eDTPYR95X9U,judge_error
David Bowie - Starman - 2012 Remaster,https://open.spotify.com/track/0pQskrTITgmCMyr85tb9qq,https://www.youtube.com/watch?v=WbpIB8v7FXE,100,,,,,https://www.youtube.com/watch?v=WbpIB8v7FXE,judge_error
Bee Gees - Stayin Alive,https://open.spotify.com/track/5ubvP9oKmxLUVq506fgLhk,https://www.youtube.com/watch?v=Fa9n7GirhsI,100,,none,0.342,0.69,https://www.youtube.com/watch?v=Fa9n7GirhsI,rejected_all
Guns N' Roses - Sweet Child O' Mine,https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW,https://music.youtube.com/watch?v=oMfMUfgjiLg,100,https://music.youtube.com/watch?v=oMfMUfgjiLg,0,0.301,0.835,https://music.youtube.com/watch?v=oMfMUfgjiLg,low_confidence
Lynyrd Skynyrd - Sweet Home Alabama,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg,https://music.youtube.com/watch?v=iL-jC7XyLeo,100,,none,0.397,0.898,https://music.youtube.com/watch?v=iL-jC7XyLeo,rejected_all
Michael Jackson - Smooth Criminal - 2012 Remaster,https://open.spotify.com/track/2bCQHF9gdG5BNDVuEIEnNk,https://music.youtube.com/watch?v=XzNWRmqibNE,100,https://music.youtube.com/watch?v=XzNWRmqibNE,4,0.45,0.776,https://music.youtube.com/watch?v=XzNWRmqibNE,low_confidence
AC/DC - T.N.T.,https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb,https://music.youtube.com/watch?v=NhsK5WExrnE,100.0,https://music.youtube.com/watch?v=NhsK5WExrnE,0,0.357,0.911,https://music.youtube.com/watch?v=NhsK5WExrnE,low_confidence
a-ha - Take on Me,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L,https://music.youtube.com/watch?v=HzdD8kbDzZA,100.0,https://music.youtube.com/watch?v=HzdD8kbDzZA,0,0.353,0.829,https://music.youtube.com/watch?v=HzdD8kbDzZA,low_confidence
AC/DC - Thunderstruck,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj,https://music.youtube.com/watch?v=lhg9bYNLvOg,100,,none,0.404,0.864,https://music.youtube.com/watch?v=lhg9bYNLvOg,rejected_all
MC Hammer - U Can't Touch This,https://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu,https://www.youtube.com/watch?v=_NNYI8VbFyY,100,,none,0.346,0.678,https://www.youtube.com/watch?v=_NNYI8VbFyY,rejected_all
Queen - Under Pressure,https://open.spotify.com/track/1mSClObliRtgPVT399COQH,https://www.youtube.com/watch?v=yNxUFa47WlI,100,,none,0.361,0.843,https://www.youtube.com/watch?v=yNxUFa47WlI,rejected_all
Wham! - Wake Me Up Before You Go-Go,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c,https://music.youtube.com/watch?v=R14lGgHgVJM,100,,none,0.296,0.865,https://music.youtube.com/watch?v=R14lGgHgVJM,rejected_all
Aerosmith - Walk This Way,https://open.spotify.com/track/5SZ6zX4rOrEQferfFC2MfP,https://music.youtube.com/watch?v=gkWCLjxQqjU,100,,none,0.342,0.852,https://music.youtube.com/watch?v=gkWCLjxQqjU,rejected_all
Bon Jovi - Wanted Dead Or Alive,https://open.spotify.com/track/0oerlffJSzhRVvtDfLcp3N,https://music.youtube.com/watch?v=xNRaDavYo1M,100,,none,0.381,0.879,https://music.youtube.com/watch?v=xNRaDavYo1M,rejected_all
Queen - We Are The Champions,https://open.spotify.com/track/4kzvAGJirpZ9ethvKZdJtg,https://music.youtube.com/watch?v=32C0ohT-JFU,100,,,,,https://music.youtube.com/watch?v=32C0ohT-JFU,judge_error
Twisted Sister - We're Not Gonna Take It,https://open.spotify.com/track/1hlveB9M6ijHZRbzZ2teyh,https://music.youtube.com/watch?v=orsonBB3Lf4,100,,,,,https://music.youtube.com/watch?v=orsonBB3Lf4,judge_error
Queen - We Will Rock You,https://open.spotify.com/track/0a9sd6MEXZXIPHk0fAxpZ4,https://music.youtube.com/watch?v=6eCIQSHY8UI,100,,none,0.419,0.884,https://music.youtube.com/watch?v=6eCIQSHY8UI,rejected_all
Jerry Lee Lewis - Whole Lot of Shakin' Going On,https://open.spotify.com/track/6wO13Xb3EdHUNixFOEJ0KV,https://www.youtube.com/watch?v=oXQLfrPEV4w,100,https://www.youtube.com/watch?v=oXQLfrPEV4w,4,0.45,0.654,https://www.youtube.com/watch?v=oXQLfrPEV4w,low_confidence
Led Zeppelin - Whole Lotta Love,https://open.spotify.com/track/4Bv3Cg9FqLcencnvDvVjLk,https://www.youtube.com/watch?v=fIQMktyP90s,100.0,,none,0.329,0.693,https://www.youtube.com/watch?v=fIQMktyP90s,rejected_all
Van Halen - Why Can't This Be Love,https://open.spotify.com/track/0TaT50ZZxT4ytZxuqkE3A9,https://music.youtube.com/watch?v=ybbfEzKfpts,100,,none,0.306,0.861,https://music.youtube.com/watch?v=ybbfEzKfpts,rejected_all
Village People - Y.M.C.A.,https://open.spotify.com/track/4YOJFyjqh8eAcbKFfv88mV,https://music.youtube.com/watch?v=khOFB1Erzdg,100,,none,0.379,0.86,https://music.youtube.com/watch?v=khOFB1Erzdg,rejected_all
Van Halen - You Really Got Me - 2015 Remaster,https://open.spotify.com/track/0upLyFR8Rr52ZpMp5esQoq,https://www.youtube.com/watch?v=GklzVAF62Hw,100,https://www.youtube.com/watch?v=GklzVAF62Hw,4,0.417,0.78,https://www.youtube.com/watch?v=GklzVAF62Hw,low_confidence
Dead Or Alive - You Spin Me Round (Like a Record),https://open.spotify.com/track/1ChulFMnwxoD74Me8eX2TU,https://www.youtube.com/watch?v=xyQC_PXL1G4,100.0,https://music.youtube.com/watch?v=BUYLdVeny5g,4,0.629,0.87,https://www.youtube.com/watch?v=xyQC_PXL1G4,low_confidence
Quiet Riot - Cum on Feel the Noize,https://open.spotify.com/track/3vV3cr2TpPqFk07zxYUbla,https://music.youtube.com/watch?v=XQ5mygB97nM,100,,none,0.382,0.812,https://music.youtube.com/watch?v=XQ5mygB97nM,rejected_all
Aerosmith - Dude (Looks Like A Lady),https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe,https://music.youtube.com/watch?v=Qs97ZmUeUa4,100,,none,0.523,0.867,https://music.youtube.com/watch?v=Qs97ZmUeUa4,rejected_all
Bon Jovi - You Give Love A Bad Name,https://open.spotify.com/track/0rmGAIH9LNJewFw7nKzZnc,https://music.youtube.com/watch?v=Aqc3VTpz9HQ,100,,none,0.437,0.902,https://music.youtube.com/watch?v=Aqc3VTpz9HQ,rejected_all
KISS - Rock And Roll All Nite,https://open.spotify.com/track/6KTv0Z8BmVqM7DPxbGzpVC,https://www.youtube.com/watch?v=Ff9efKdyz84,100,,none,0.289,0.768,https://www.youtube.com/watch?v=Ff9efKdyz84,rejected_all
The Black Jets - I Love Rock 'n' Roll,https://open.spotify.com/track/06qEGQMavekDfu9fVsFAMz,https://music.youtube.com/watch?v=91TtnoYnTZM,100,https://music.youtube.com/watch?v=HdBbg9vpWIM,1,0.279,0.832,https://music.youtube.com/watch?v=91TtnoYnTZM,low_confidence
Journey - Any Way You Want It,https://open.spotify.com/track/71SvEDmsOwIWw1IozsZoMA,https://www.youtube.com/watch?v=mSEzrgql-Zs,100,,none,0.318,0.87,https://www.youtube.com/watch?v=mSEzrgql-Zs,rejected_all
Black Sabbath - War Pigs,https://open.spotify.com/track/0HVQuuXGAcQ2P5mBN521ae,https://music.youtube.com/watch?v=bc5Nk1DXyEY,100,https://www.youtube.com/watch?v=0z0G3Uj685w,3,0.468,0.874,https://music.youtube.com/watch?v=bc5Nk1DXyEY,low_confidence
Def Leppard - Rock Of Ages,https://open.spotify.com/track/2AmEv442DGwSxMGZ9XEvBA,https://www.youtube.com/watch?v=nhSdljm909Y,100,https://www.youtube.com/watch?v=i3dSYTKW6QA,3,0.309,0.792,https://www.youtube.com/watch?v=nhSdljm909Y,low_confidence
Led Zeppelin - Ramble On - 1990 Remaster,https://open.spotify.com/track/3MODES4TNtygekLl146Dxd,https://www.youtube.com/watch?v=5GX5IbHbE8M,100,https://music.youtube.com/watch?v=8oWfHcl94k4,4,0.539,0.83,https://www.youtube.com/watch?v=5GX5IbHbE8M,low_confidence
ZZ Top - La Grange - 2005 Remaster,https://open.spotify.com/track/70YvYr2hGlS01bKRIho1HM,https://music.youtube.com/watch?v=bSt4myecN_c,100,,none,0.338,0.865,https://music.youtube.com/watch?v=bSt4myecN_c,rejected_all
Electric Light Orchestra - Mr. Blue Sky,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,https://www.youtube.com/watch?v=aQUlA8Hcv4s,100,,none,0.315,0.613,https://www.youtube.com/watch?v=aQUlA8Hcv4s,rejected_all
The White Stripes - Seven Nation Army,https://open.spotify.com/track/7i6r9KotUPQg3ozKKgEPIN,https://music.youtube.com/watch?v=D_QLxj8jCF0,100,,none,0.392,0.796,https://music.youtube.com/watch?v=D_QLxj8jCF0,rejected_all
Billy Joel - We Didn't Start the Fire,https://open.spotify.com/track/3Cx4yrFaX8CeHwBMReOWXI,https://music.youtube.com/watch?v=55q6jrfBDdk,100,,none,0.336,0.718,https://music.youtube.com/watch?v=55q6jrfBDdk,rejected_all
The Animals - House Of The Rising Sun,https://open.spotify.com/track/7BY005dacJkbO6EPiOh2wb,https://music.youtube.com/watch?v=MJkr0DWbhTk,100,,none,0.439,0.762,https://music.youtube.com/watch?v=MJkr0DWbhTk,rejected_all
Don McLean - American Pie,https://open.spotify.com/track/1fDsrQ23eTAVFElUMaf38X,https://music.youtube.com/watch?v=iX_TFkut1PM,100,,none,0.347,0.872,https://music.youtube.com/watch?v=iX_TFkut1PM,rejected_all
Guns N' Roses - November Rain,https://open.spotify.com/track/3YRCqOhFifThpSRFJ1VWFM,https://music.youtube.com/watch?v=y6lfK3bH4z8,100,https://music.youtube.com/watch?v=y6lfK3bH4z8,0,0.365,0.89,https://music.youtube.com/watch?v=y6lfK3bH4z8,low_confidence
Billy Joel - Vienna,https://open.spotify.com/track/7gREIuHognJFspylIDJ94p,https://music.youtube.com/watch?v=irl89Gmcv8c,100,https://www.youtube.com/watch?v=twCGPp6UTaU,4,0.322,0.798,https://music.youtube.com/watch?v=irl89Gmcv8c,low_confidence
Billy Joel - Piano Man,https://open.spotify.com/track/78WVLOP9pN0G3gRLFy1rAa,https://www.youtube.com/watch?v=gxEPV4kolz0,100,https://www.youtube.com/watch?v=iJdcdt3dVLc,4,0.311,0.689,https://www.youtube.com/watch?v=gxEPV4kolz0,low_confidence
